"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft"
"1",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5391,9,NA,"A5","4726 AMBOY ROAD                          ","            ",10312,1,0,1," 3,067 "," 910 ",2002,1,"A5"," 520,000 ",NA,520000,910,3067
"2",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5391,30,NA,"A1","1306 ARDEN AVENUE                        ","            ",10312,1,0,1," 7,500 "," 1,890 ",1952,1,"A1"," -   ",NA,0,1890,7500
"3",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5395,15,NA,"A1","10 EDWIN STREET                          ","            ",10312,1,0,1," 7,000 "," 2,200 ",1980,1,"A1"," 10 ",NA,10,2200,7000
"4",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5397,51,NA,"A1","23 EYLANDT STREET                        ","            ",10312,1,0,1," 10,120 "," 3,000 ",1985,1,"A1"," 955,000 ",NA,955000,3000,10120
"5",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5397,60,NA,"A1","33 EYLANDT STREET                        ","            ",10312,1,0,1," 10,120 "," 3,516 ",1984,1,"A1"," -   ",NA,0,3516,10120
"6",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5399,26,NA,"A1","235 KOCH BOULEVARD                       ","            ",10312,1,0,1," 9,555 "," 1,528 ",1960,1,"A1"," -   ",NA,0,1528,9555
"7",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5401,5,NA,"A2","28 JANSEN STREET                         ","            ",10312,1,0,1," 10,800 "," 2,164 ",1980,1,"A2"," -   ",NA,0,2164,10800
"8",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5401,33,NA,"A1","17 WEAVER STREET                         ","            ",10312,1,0,1," 11,000 "," 3,214 ",1980,1,"A1"," 915,000 ",NA,915000,3214,11000
"9",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5405,47,NA,"A2","369 HAROLD AVENUE                        ","            ",10312,1,0,1," 9,800 "," 1,785 ",1980,1,"A2"," -   ",NA,0,1785,9800
"10",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5406,37,NA,"A1","111 ELMBANK STREET                       ","            ",10312,1,0,1," 2,500 "," 1,200 ",1999,1,"A1"," 520,000 ",NA,520000,1200,2500
"11",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5408,7,NA,"A2","192 BATHGATE STREET                      ","            ",10312,1,0,1," 2,500 "," 572 ",1930,1,"A2"," 290,000 ",NA,290000,572,2500
"12",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",5425,45,NA,"A1","37 SANDGAP STREET                        ","            ",10312,1,0,1," 5,000 "," 1,483 ",1910,1,"A1"," 365,000 ",NA,365000,1483,5000
"13",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6205,14,NA,"A5","97 EAGAN AVENUE                          ","            ",10312,1,0,1," 1,845 "," 1,854 ",1986,1,"A5"," 383,000 ",NA,383000,1854,1845
"14",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6205,24,NA,"A5","79 EAGAN AVENUE                          ","            ",10312,1,0,1," 1,845 "," 1,854 ",1986,1,"A5"," 425,000 ",NA,425000,1854,1845
"15",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6205,29,NA,"A5","69 EAGAN AVENUE                          ","            ",10312,1,0,1," 1,546 "," 1,579 ",1986,1,"A5"," -   ",NA,0,1579,1546
"16",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6205,55,NA,"A5","36 SEGUINE PLACE                         ","            ",10312,1,0,1," 1,471 "," 1,068 ",1986,1,"A5"," 315,000 ",NA,315000,1068,1471
"17",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6212,28,NA,"A1","96 JEANNETTE AVENUE                      ","            ",10312,1,0,1," 5,400 "," 2,376 ",1970,1,"A1"," 595,000 ",NA,595000,2376,5400
"18",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6212,50,NA,"A5","36 LUCY LOOP                             ","            ",10312,1,0,1," 2,870 "," 1,500 ",2000,1,"A5"," 470,000 ",NA,470000,1500,2870
"19",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6212,154,NA,"A1","121 JEANNETTE AVENUE                     ","            ",10312,1,0,1," 4,300 "," 2,500 ",2000,1,"A1"," 750,000 ",NA,750000,2500,4300
"20",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6214,14,NA,"A1","137 FABIAN STREET                        ","            ",10312,1,0,1," 5,000 "," 2,788 ",1982,1,"A1"," 750,000 ",NA,750000,2788,5000
"21",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6214,33,NA,"A5","48 EAGAN AVENUE                          ","            ",10312,1,0,1," 2,400 "," 1,368 ",2000,1,"A5"," 490,000 ",NA,490000,1368,2400
"22",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6216,33,NA,"A5","10 EAGAN AVENUE                          ","            ",10312,1,0,1," 2,333 "," 1,515 ",1994,1,"A5"," 372,500 ",NA,372500,1515,2333
"23",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6219,22,NA,"A5","53 ENDVIEW STREET                        ","            ",10312,1,0,1," 1,759 "," 1,700 ",2004,1,"A5"," 483,000 ",NA,483000,1700,1759
"24",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6219,23,NA,"A5","51 ENDVIEW STREET                        ","            ",10312,1,0,1," 1,567 "," 1,700 ",2004,1,"A5"," 477,000 ",NA,477000,1700,1567
"25",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6220,9,NA,"A5","55 BARB STREET                           ","            ",10312,1,0,1," 2,575 "," 1,339 ",2004,1,"A5"," 490,000 ",NA,490000,1339,2575
"26",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6220,13,NA,"A5","47 BARB STREET                           ","            ",10312,1,0,1," 1,585 "," 1,339 ",2004,1,"A5"," 450,000 ",NA,450000,1339,1585
"27",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6220,54,NA,"A5","20 ENDVIEW STREET                        ","            ",10312,1,0,1," 1,648 "," 1,344 ",2003,1,"A5"," 275,000 ",NA,275000,1344,1648
"28",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6220,72,NA,"A5","60 ENDVIEW STREET                        ","            ",10312,1,0,1," 3,605 "," 1,344 ",2003,1,"A5"," 480,000 ",NA,480000,1344,3605
"29",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6222,20,NA,"A1","32 JEANNETTE AVENUE                      ","            ",10312,1,0,1," 6,000 "," 1,560 ",1935,1,"A1"," -   ",NA,0,1560,6000
"30",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6226,37,NA,"A1","770 ANNADALE ROAD                        ","            ",10312,1,0,1," 7,000 "," 1,386 ",1925,1,"A1"," -   ",NA,0,1386,7000
"31",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6227,10,NA,"A2","117 JEFFERSON BOULEVARD                  ","            ",10312,1,0,1," 5,000 "," 1,096 ",1965,1,"A2"," -   ",NA,0,1096,5000
"32",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6227,33,NA,"A2","146 DETROIT AVENUE                       ","            ",10312,1,0,1," 4,000 "," 1,848 ",1965,1,"A2"," -   ",NA,0,1848,4000
"33",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6227,37,NA,"A2","138 DETROIT AVENUE                       ","            ",10312,1,0,1," 4,000 "," 1,848 ",1965,1,"A2"," -   ",NA,0,1848,4000
"34",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6228,25,NA,"A0","158 EDGEGROVE AVENUE                     ","            ",10312,1,0,1," 4,000 "," 938 ",1950,1,"A0"," -   ",NA,0,938,4000
"35",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6228,27,NA,"A1","154 EDGEGROVE AVENUE                     ","            ",10312,1,0,1," 8,000 "," 1,915 ",1935,1,"A1"," -   ",NA,0,1915,8000
"36",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6228,61,NA,"A2","147 DETROIT AVENUE                       ","            ",10312,1,0,1," 8,000 "," 840 ",1920,1,"A2"," -   ",NA,0,840,8000
"37",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6228,61,NA,"A2","147 DETROIT AVENUE                       ","            ",10312,1,0,1," 8,000 "," 840 ",1920,1,"A2"," -   ",NA,0,840,8000
"38",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6230,37,NA,"A2","624 DRUMGOOLE ROAD EAST                  ","            ",10312,1,0,1," 8,000 "," 832 ",1930,1,"A2"," 280,000 ",NA,280000,832,8000
"39",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6232,11,NA,"A1","182 RATHBUN AVENUE                       ","            ",10312,1,0,1," 4,000 "," 1,630 ",1960,1,"A1"," 522,500 ",NA,522500,1630,4000
"40",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6232,76,NA,"A1","1002 DRUMGOOLE ROAD WEST                 ","            ",10312,1,0,1," 3,400 "," 1,248 ",1970,1,"A1"," 410,000 ",NA,410000,1248,3400
"41",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6233,64,NA,"A2","151 RATHBUN AVENUE                       ","            ",10312,1,0,1," 4,000 "," 1,092 ",1960,1,"A2"," -   ",NA,0,1092,4000
"42",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6234,27,NA,"A1","210 SHELDON AVENUE                       ","            ",10312,1,0,1," 4,000 "," 2,151 ",1920,1,"A1"," 145,000 ",NA,145000,2151,4000
"43",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6235,53,NA,"A2","193 SHELDON AVENUE                       ","            ",10312,1,0,1," 12,000 "," 1,128 ",1945,1,"A2"," 550,000 ",NA,550000,1128,12000
"44",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6236,9,NA,"A1","383 JEFFERSON BOULEVARD                  ","            ",10312,1,0,1," 3,960 "," 1,165 ",1940,1,"A1"," 590,000 ",NA,590000,1165,3960
"45",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6236,50,NA,"A2","107 SINCLAIR AVENUE                      ","            ",10312,1,0,1," 6,000 "," 2,016 ",1960,1,"A2"," -   ",NA,0,2016,6000
"46",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6238,23,NA,"A1","240 CROWN AVENUE                         ","            ",10312,1,0,1," 8,000 "," 2,870 ",1975,1,"A1"," 690,000 ",NA,690000,2870,8000
"47",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6239,79,NA,"A2","247 CROWN AVENUE                         ","            ",10312,1,0,1," 8,760 "," 1,569 ",1916,1,"A2"," -   ",NA,0,1569,8760
"48",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6239,83,NA,"A1","257 CROWN AVENUE                         ","            ",10312,1,0,1," 9,600 "," 1,728 ",1975,1,"A1"," 625,000 ",NA,625000,1728,9600
"49",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6243,29,NA,"A1","26 SHERIDAN PLACE                        ","            ",10312,1,0,1," 5,500 "," 2,736 ",1946,1,"A1"," 690,000 ",NA,690000,2736,5500
"50",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6244,36,NA,"A2","102 BARCLAY AVENUE                       ","            ",10312,1,0,1," 5,000 "," 925 ",1950,1,"A2"," 385,000 ",NA,385000,925,5000
"51",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6245,166,NA,"A1","62 HILLIS STREET                         ","            ",10312,1,0,1," 4,700 "," 2,560 ",1970,1,"A1"," -   ",NA,0,2560,4700
"52",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6245,166,NA,"A1","62 HILLIS STREET                         ","            ",10312,1,0,1," 4,700 "," 2,560 ",1970,1,"A1"," 555,000 ",NA,555000,2560,4700
"53",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6245,210,NA,"A2","64 PINE TERRACE                          ","            ",10312,1,0,1," 6,080 "," 2,156 ",1960,1,"A2"," 695,000 ",NA,695000,2156,6080
"54",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6246,60,NA,"A1","5031 AMBOY ROAD                          ","            ",10312,1,0,1," 9,504 "," 1,572 ",1899,1,"A1"," -   ",NA,0,1572,9504
"55",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6246,60,NA,"A1","5031 AMBOY ROAD                          ","            ",10312,1,0,1," 9,504 "," 1,572 ",1899,1,"A1"," 570,000 ",NA,570000,1572,9504
"56",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6247,50,NA,"A1","4 POILLON AVENUE                         ","            ",10312,1,0,1," 11,213 "," 2,404 ",1978,1,"A1"," -   ",NA,0,2404,11213
"57",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,22,NA,"A3","64 TENAFLY PLACE                         ","            ",10312,1,0,1," 6,175 "," 1,580 ",2014,1,"A3"," 640,479 ",NA,640479,1580,6175
"58",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,24,NA,"A3","58 TENAFLY PLACE                         ","            ",10312,1,0,1," 4,630 "," 2,270 ",2014,1,"A3"," 645,570 ",NA,645570,2270,4630
"59",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,155,NA,"A1","23 ELY AVENUE                            ","            ",10312,1,0,1," 4,551 "," 1,768 ",1965,1,"A1"," 660,000 ",NA,660000,1768,4551
"60",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,239,NA,"A2","116 NORTH PINE TERRACE                   ","            ",10312,1,0,1," 4,000 "," 2,008 ",1965,1,"A2"," 550,000 ",NA,550000,2008,4000
"61",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,294,NA,"A2","952 ANNADALE ROAD                        ","            ",10312,1,0,1," 4,746 "," 1,794 ",1965,1,"A2"," 425,000 ",NA,425000,1794,4746
"62",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,518,NA,"A1","20 EAST TENAFLY AVENUE                   ","            ",10312,1,0,1," 3,854 "," 1,638 ",1975,1,"A1"," 470,000 ",NA,470000,1638,3854
"63",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,525,NA,"A5","6 EAST TENAFLY AVENUE                    ","            ",10312,1,0,1," 2,945 "," 1,302 ",1975,1,"A5"," -   ",NA,0,1302,2945
"64",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6249,700,NA,"A1","77 BENNETT AVENUE                        ","            ",10312,1,0,1," 8,322 "," 2,144 ",1986,1,"A1"," 950,000 ",NA,950000,2144,8322
"65",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6251,14,NA,"A1","76 DOWNES AVENUE                         ","            ",10312,1,0,1," 4,000 "," 1,966 ",1974,1,"A1"," -   ",NA,0,1966,4000
"66",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6254,60,NA,"A1","24 NORTH RAILROAD ST                     ","            ",10312,1,0,1," 3,840 "," 1,800 ",1991,1,"A1"," 570,000 ",NA,570000,1800,3840
"67",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6254,99,NA,"A1","75 SOUTH RAILROAD ST                     ","            ",10312,1,0,1," 2,960 "," 1,362 ",1993,1,"A1"," 95,000 ",NA,95000,1362,2960
"68",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6257,90,NA,"A2","10 BURCHARD COURT                        ","            ",10312,1,0,1," 6,138 "," 1,086 ",1955,1,"A2"," 390,000 ",NA,390000,1086,6138
"69",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6267,74,NA,"A5","327 SHELDON AVENUE                       ","            ",10312,1,0,1," 2,280 "," 1,390 ",2002,1,"A5"," 485,000 ",NA,485000,1390,2280
"70",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6268,7,NA,"A2","282 STAFFORD AVENUE                      ","            ",10312,1,0,1," 3,800 "," 1,008 ",1970,1,"A2"," 540,000 ",NA,540000,1008,3800
"71",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6268,66,NA,"A2","223 SINCLAIR AVENUE                      ","            ",10312,1,0,1," 4,200 "," 1,864 ",1965,1,"A2"," 537,000 ",NA,537000,1864,4200
"72",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6268,68,NA,"A2","227 SINCLAIR AVENUE                      ","            ",10312,1,0,1," 4,200 "," 1,884 ",1965,1,"A2"," 630,000 ",NA,630000,1884,4200
"73",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6268,68,NA,"A2","227 SINCLAIR AVENUE                      ","            ",10312,1,0,1," 4,200 "," 1,884 ",1965,1,"A2"," 375,975 ",NA,375975,1884,4200
"74",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6270,43,NA,"A2","255 VINELAND AVENUE                      ","            ",10312,1,0,1," 6,000 "," 2,450 ",1975,1,"A2"," 700,000 ",NA,7e+05,2450,6000
"75",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6272,10,NA,"A1","30 CANTON AVENUE                         ","            ",10312,1,0,1," 6,084 "," 2,184 ",1975,1,"A1"," 730,000 ",NA,730000,2184,6084
"76",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6273,22,NA,"A1","16 HOLCOMB AVENUE                        ","            ",10312,1,0,1," 4,000 "," 1,690 ",1945,1,"A1"," 435,000 ",NA,435000,1690,4000
"77",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6278,1,NA,"A2","275 EDGEGROVE AVENUE                     ","            ",10312,1,0,1," 4,900 "," 2,558 ",1955,1,"A2"," -   ",NA,0,2558,4900
"78",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6281,28,NA,"A1","360 IONIA AVENUE                         ","            ",10312,1,0,1," 3,600 "," 2,100 ",1979,1,"A1"," 540,000 ",NA,540000,2100,3600
"79",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6297,19,NA,"A1","442 LAMONT AVENUE                        ","            ",10312,1,0,1," 8,000 "," 2,148 ",1970,1,"A1"," 10 ",NA,10,2148,8000
"80",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6298,32,NA,"A2","190 HEENAN AVENUE                        ","            ",10312,1,0,1," 4,000 "," 1,932 ",1975,1,"A2"," -   ",NA,0,1932,4000
"81",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6299,40,NA,"A2","73 RAMONA AVENUE                         ","            ",10312,1,0,1," 4,000 "," 1,968 ",1975,1,"A2"," -   ",NA,0,1968,4000
"82",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6299,66,NA,"A2","131 RAMONA AVENUE                        ","            ",10312,1,0,1," 6,000 "," 1,949 ",1974,1,"A2"," 635,000 ",NA,635000,1949,6000
"83",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6303,57,NA,"A1","449 SINCLAIR AVENUE                      ","            ",10312,1,0,1," 4,400 "," 1,568 ",1980,1,"A1"," -   ",NA,0,1568,4400
"84",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6303,74,NA,"A2","131 DELMAR AVENUE                        ","            ",10312,1,0,1," 4,000 "," 1,512 ",1980,1,"A2"," 525,000 ",NA,525000,1512,4000
"85",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6304,39,NA,"A0","32 HEENAN AVENUE                         ","            ",10312,1,0,1," 6,000 "," 1,461 ",1950,1,"A0"," -   ",NA,0,1461,6000
"86",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6305,79,NA,"A3","30 CROWN PLACE                           ","            ",10312,1,0,1," 10,296 "," 4,850 ",1984,1,"A3"," -   ",NA,0,4850,10296
"87",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6305,145,NA,"A1","406 CROWN AVENUE                         ","            ",10312,1,0,1," 10,000 "," 3,120 ",1985,1,"A1"," 885,000 ",NA,885000,3120,10000
"88",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6320,20,NA,"A2","129 DOWNES AVENUE                        ","            ",10312,1,0,1," 4,000 "," 1,125 ",1965,1,"A2"," 480,000 ",NA,480000,1125,4000
"89",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6320,65,NA,"A2","74 BUFFINGTON AVENUE                     ","            ",10312,1,0,1," 4,000 "," 1,125 ",1965,1,"A2"," -   ",NA,0,1125,4000
"90",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6354,36,NA,"A2","673 BARCLAY AVENUE                       ","            ",10312,1,0,1," 4,000 "," 1,120 ",1930,1,"A2"," 439,000 ",NA,439000,1120,4000
"91",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6356,75,NA,"A1","4715 HYLAN BOULEVARD                     ","            ",10312,1,0,1," 3,911 "," 2,600 ",1995,1,"A1"," -   ",NA,0,2600,3911
"92",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6357,40,NA,"A1","24 BENNETT PLACE                         ","            ",10312,1,0,1," 12,000 "," 5,928 ",1985,1,"A1"," 1,175,000 ",NA,1175000,5928,12000
"93",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6360,54,NA,"A1","50 RYAN PLACE                            ","            ",10312,1,0,1," 6,000 "," 2,013 ",1984,1,"A1"," 630,000 ",NA,630000,2013,6000
"94",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6360,61,NA,"A1","64 RYAN PLACE                            ","            ",10312,1,0,1," 7,000 "," 2,180 ",1985,1,"A1"," 775,000 ",NA,775000,2180,7000
"95",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6365,6,NA,"A1","541 BARCLAY AVENUE                       ","            ",10312,1,0,1," 3,960 "," 2,642 ",1980,1,"A1"," 609,500 ",NA,609500,2642,3960
"96",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6367,3,NA,"A1","283 HOLDRIDGE AVENUE                     ","            ",10312,1,0,1," 4,120 "," 2,275 ",1975,1,"A1"," -   ",NA,0,2275,4120
"97",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6367,40,NA,"A1","291 SHIRLEY AVENUE                       ","            ",10312,1,0,1," 4,000 "," 2,070 ",1979,1,"A1"," 577,500 ",NA,577500,2070,4000
"98",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6368,21,NA,"A1","64 JANSEN STREET                         ","            ",10312,1,0,1," 6,000 "," 1,820 ",1975,1,"A1"," 614,250 ",NA,614250,1820,6000
"99",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6369,1,NA,"A2","237 HOLDRIDGE AVENUE                     ","            ",10312,1,0,1," 10,200 "," 4,833 ",1984,1,"A2"," -   ",NA,0,4833,10200
"100",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6370,4,NA,"A3","491 BARCLAY AVENUE                       ","            ",10312,1,0,1," 6,180 "," 4,808 ",1990,1,"A3"," 975,000 ",NA,975000,4808,6180
"101",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6371,34,NA,"A1","114 JANSEN STREET                        ","            ",10312,1,0,1," 6,000 "," 3,691 ",1970,1,"A1"," -   ",NA,0,3691,6000
"102",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6373,38,NA,"A5","6 WINSLOW PLACE                          ","            ",10312,1,1,1," 7,301 "," 2,058 ",2015,1,"A5"," 651,680 ",NA,651680,2058,7301
"103",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6373,40,NA,"A5","10 WINSLOW PLACE                         ","            ",10312,1,0,1," 3,442 "," 2,058 ",2015,1,"A5"," 646,588 ",NA,646588,2058,3442
"104",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6373,44,NA,"A5","20 WINSLOW PLACE                         ","            ",10312,1,0,1," 3,442 "," 2,058 ",2015,1,"A5"," 636,406 ",NA,636406,2058,3442
"105",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6373,47,NA,"A5","32 WINSLOW PLACE                         ","            ",10312,1,0,1," 3,512 "," 2,058 ",2015,1,"A5"," 677,136 ",NA,677136,2058,3512
"106",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6373,145,NA,"A5","26 WINSLOW PLACE                         ","            ",10312,1,0,1," 3,442 "," 2,058 ",2015,1,"A5"," 651,680 ",NA,651680,2058,3442
"107",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6373,146,NA,"A5","30 WINSLOW PLACE                         ","            ",10312,1,0,1," 3,442 "," 2,058 ",2015,1,"A5"," 666,953 ",NA,666953,2058,3442
"108",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6382,67,NA,"A1","139 TALLMAN STREET                       ","            ",10312,1,0,1," 4,000 "," 2,275 ",1980,1,"A1"," 558,000 ",NA,558000,2275,4000
"109",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6398,19,NA,"A5","9 OCEANVIEW AVENUE                       ","            ",10312,1,0,1," 2,467 "," 1,016 ",1991,1,"A5"," -   ",NA,0,1016,2467
"110",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6401,31,NA,"A1","15 ALLEN PLACE                           ","            ",10312,1,0,1," 8,000 "," 2,560 ",1950,1,"A1"," -   ",NA,0,2560,8000
"111",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6402,9,NA,"A2","409 LIPSETT AVENUE                       ","            ",10312,1,0,1," 4,080 "," 1,480 ",1950,1,"A2"," 430,000 ",NA,430000,1480,4080
"112",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6402,39,NA,"A2","10 ALLEN PLACE                           ","            ",10312,1,0,1," 6,000 "," 2,040 ",1952,1,"A2"," 500,000 ",NA,5e+05,2040,6000
"113",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6424,35,NA,"A1","274 BARCLAY AVENUE                       ","            ",10312,1,0,1," 6,000 "," 2,100 ",1975,1,"A1"," 769,000 ",NA,769000,2100,6000
"114",5,"ANNADALE                 ","01  ONE FAMILY DWELLINGS                    ","1",6429,94,NA,"A1","5008 AMBOY ROAD                          ","            ",10312,1,0,1," 15,000 "," 1,960 ",1920,1,"A1"," 749,000 ",NA,749000,1960,15000
